,nonadapt,adapt,novel
227,None,None,None
228,None,None,None
229,None,j,None
230,None,None,None
231,None,j,None
232,None,None,None
233,None,None,None
234,None,None,None
235,None,None,None
236,None,None,None
237,None,None,None
238,None,j,None
239,None,None,None
240,None,None,None
241,None,None,None
242,None,j,None
243,None,None,None
244,None,None,j
245,None,None,j
246,None,j,None
247,None,j,None
248,None,None,None
249,None,None,None
250,j,j,j
251,None,j,None
252,None,None,j
253,None,None,j
254,j,j,j
255,None,None,None
256,None,None,None
257,None,None,None
258,None,j,None
259,None,None,None
260,None,None,None
261,None,None,None
262,None,None,None
263,None,j,None
264,None,j,j
265,None,None,None
266,None,None,None
267,None,j,None
268,None,j,None
269,None,None,None
270,None,None,None
271,None,j,None
272,None,j,None
273,None,None,None
274,None,j,None
275,None,None,j
276,None,j,None
277,None,None,None
278,None,j,None
279,None,None,None
280,None,None,None
281,None,None,None
282,None,j,None
283,None,None,None
284,None,None,None
285,None,None,None
286,None,None,None
287,None,None,None
288,None,None,None
289,None,None,None
290,None,j,None
291,j,None,None
292,None,None,None
293,None,j,None
294,None,None,None
295,None,j,None
296,None,None,None
297,None,None,None
298,None,j,None
299,None,j,None
300,None,None,None
301,None,None,None
302,None,None,None
303,None,j,None
304,None,j,None
305,None,None,None
306,None,None,None
307,None,j,j
308,None,None,j
309,None,None,None
310,None,None,None
311,None,None,None
312,None,j,None
313,None,None,None
314,None,None,j
315,None,None,j
316,None,None,None
317,None,None,None
318,j,None,None
319,None,None,None
320,None,None,None
321,None,j,None
322,None,None,None
323,None,j,None
324,None,None,None
325,None,None,None
326,None,None,None
327,None,None,None
328,None,None,None
329,None,None,None
330,None,None,None
331,None,None,None
332,None,None,None
333,None,None,None
334,None,None,None
335,None,j,None
336,None,j,None
337,None,j,None
338,None,None,None
339,None,None,None
340,None,None,None
341,None,None,None
342,None,None,None
343,None,None,None
344,j,None,None
345,None,None,None
346,j,j,None
347,None,None,None
348,None,j,None
349,None,j,None
350,None,None,None
351,None,j,None
352,None,None,None
353,None,j,None
354,None,j,None
355,None,None,None
356,None,j,None
357,None,None,j
358,None,None,None
359,None,None,None
360,None,None,j
361,None,None,j
362,None,None,None
363,None,None,j
364,j,None,None
365,j,j,j
366,j,None,j
367,None,None,None
368,None,None,None
369,None,None,None
370,None,None,None
371,None,None,None
372,None,None,None
373,None,None,None
374,None,None,None
375,None,None,None
376,None,None,None
377,None,None,None
378,None,None,None
379,None,None,None
380,None,None,None
381,None,None,None
382,None,None,None
383,None,None,None
384,None,j,j
385,None,None,None
386,None,None,None
387,None,None,j
388,None,j,None
389,None,None,None
390,None,j,None
391,None,None,None
392,None,None,None
393,None,None,None
394,None,None,None
395,None,None,None
396,j,j,None
397,None,None,None
398,None,None,None
399,None,None,None
400,None,j,None
401,None,j,None
402,None,j,None
403,None,None,None
404,j,None,None
405,None,None,None
406,None,None,None
407,None,j,None
408,None,j,None
409,None,j,None
410,None,None,None
411,None,None,None
412,None,None,None
413,None,None,None
414,None,None,None
415,None,j,None
416,None,j,None
417,None,None,None
418,None,j,None
419,None,None,None
420,None,None,None
421,None,None,None
422,None,None,None
423,None,None,None
424,None,None,j
425,None,None,None
426,None,None,None
427,None,None,None
428,None,None,None
429,None,None,None
430,None,None,None
431,None,None,None
432,None,None,None
433,None,None,None
434,j,j,j
435,None,None,j
436,None,None,None
437,None,None,None
438,None,None,None
439,None,None,j
440,None,None,None
441,None,None,j
442,None,None,None
443,None,None,None
444,None,None,None
445,None,None,None
446,None,None,None
447,None,None,j
448,None,j,j
449,None,None,None
450,None,None,None
451,None,None,None
452,None,None,None
453,None,None,None
454,None,None,None
455,None,None,None
456,None,j,None
457,None,None,None
458,None,None,None
459,None,None,None
460,None,None,None
461,None,None,None
462,None,None,None
463,None,None,None
464,None,None,None
465,None,None,None
466,None,None,None
467,j,j,None
468,None,None,None
469,None,None,None
470,None,None,None
471,None,None,None
472,None,None,None
473,j,j,None
474,None,None,None
475,None,None,None
476,None,None,None
477,None,None,None
478,None,None,None
479,None,None,None
480,None,None,j
481,None,None,None
482,None,None,None
483,None,None,None
484,None,None,j
485,j,None,None
486,None,None,None
487,None,None,None
488,None,None,None
489,None,None,None
490,None,None,None
491,None,None,None
492,None,None,None
493,None,None,None
494,j,j,j
495,None,None,None
496,None,None,None
497,None,None,j
498,None,None,None
499,j,j,j
500,None,None,None
501,None,None,None
502,None,None,None
503,None,None,j
504,None,None,None
505,None,None,None
506,None,None,None
507,j,None,None
508,None,None,None
509,None,None,j
510,None,None,None
511,None,None,None
512,None,None,None
513,None,None,None
514,None,None,None
515,None,None,None
516,None,None,None
517,None,None,None
518,None,None,None
519,j,None,None
520,None,None,None
521,None,None,None
522,None,None,None
523,None,None,None
524,None,None,None
525,None,None,None
526,None,None,None
527,None,None,None
528,None,None,None
529,None,None,None
530,None,j,None
531,None,None,None
532,None,None,None
533,None,None,None
534,None,None,None
535,None,None,None
536,None,None,None
537,None,None,None
538,j,None,None
539,j,j,None
540,None,None,j
541,None,None,j
542,j,None,j
543,None,None,j
544,None,None,j
545,None,None,None
546,None,None,j
547,None,None,j
548,None,None,None
549,None,None,j
550,None,None,j
551,None,None,j
552,None,None,None
553,j,j,j
554,None,None,None
555,None,None,j
556,None,None,j
557,None,None,None
558,None,None,None
559,None,None,None
560,None,None,None
561,None,None,None
562,None,None,None
563,None,None,None
564,None,None,j
565,j,None,j
566,None,None,None
567,None,None,None
568,None,None,None
569,None,None,None
570,None,None,None
571,None,None,None
572,None,None,None
573,None,None,None
574,None,None,None
575,None,None,None
576,None,None,None
577,None,None,None
578,None,None,None
579,None,None,None
580,None,None,None
581,None,None,None
582,None,None,None
583,None,None,None
584,None,None,None
585,None,None,None
586,None,None,None
587,None,j,j
588,None,None,None
589,None,None,None
590,None,None,None
591,None,None,None
592,None,None,None
593,None,None,None
594,None,None,None
595,j,None,None
596,None,None,None
597,None,None,None
598,None,None,None
599,None,None,None
600,None,j,j
601,None,None,None
602,None,None,j
603,None,None,None
604,None,None,None
605,j,j,None
606,None,None,None
607,None,None,None
608,None,j,j
609,None,None,j
610,None,j,None
611,None,None,None
612,None,j,None
613,None,None,None
614,None,None,None
615,None,j,None
616,j,None,j
617,None,None,None
618,None,j,None
619,None,None,None
620,None,None,None
621,None,None,None
622,None,None,None
623,None,None,None
624,None,None,None
625,None,j,None
626,None,None,None
627,None,None,j
628,None,None,None
629,None,j,None
630,None,None,None
631,None,None,None
632,None,None,None
633,None,None,None
634,None,None,None
635,None,None,None
636,None,j,None
637,None,None,None
638,None,None,None
639,None,None,None
640,j,j,j
641,None,None,None
642,None,None,None
643,None,None,None
644,None,j,None
645,None,j,None
646,None,None,None
647,None,j,None
648,None,j,None
649,None,None,None
650,None,None,None
651,None,j,None
652,None,None,None
653,None,None,None
654,None,j,None
655,None,None,None
656,j,j,j
657,None,None,None
658,None,None,None
659,None,None,None
660,None,None,None
661,None,None,None
662,None,None,None
663,None,None,None
664,None,None,j
665,None,None,None
666,None,None,None
667,None,None,None
668,None,None,None
669,None,None,None
670,None,None,None
671,j,j,j
672,None,None,None
673,None,None,None
674,None,None,None
675,None,None,None
676,None,None,None
677,None,None,None
678,None,None,None
679,None,None,None
680,None,None,None
681,None,None,None
682,None,None,None
683,None,None,None
684,None,None,None
685,None,None,None
686,j,None,j
687,None,None,None
688,None,None,None
689,None,None,None
690,None,None,None
691,None,None,None
692,None,None,None
693,None,None,None
694,None,None,None
695,None,None,None
696,None,None,None
697,j,j,j
698,None,None,None
699,None,None,None
700,None,None,None
701,j,j,j
702,None,None,None
703,None,None,None
704,None,None,None
705,None,None,None
706,None,None,None
707,j,j,None
708,None,None,None
709,None,None,None
710,None,None,None
711,None,None,None
712,None,None,None
713,None,None,None
714,None,None,None
715,None,None,None
716,None,None,None
717,None,None,None
718,None,j,None
719,None,None,None
720,None,None,None
721,None,None,None
722,None,None,None
723,None,None,None
724,None,j,None
725,j,None,j
726,None,None,None
727,None,None,None
728,None,j,None
729,None,None,None
730,None,None,None
731,None,None,None
732,None,None,None
733,None,None,None
734,j,j,j
735,None,None,None
736,None,None,None
737,None,None,None
738,None,None,None
739,None,None,None
740,None,None,None
741,None,None,None
742,None,None,None
743,None,None,None
744,None,None,None
745,None,None,None
746,None,None,None
747,j,None,None
748,None,None,None
749,None,None,None
750,None,None,None
751,None,None,None
752,None,None,None
753,None,None,None
754,None,None,None
755,None,None,None
756,None,j,None
757,None,None,None
758,j,j,j
759,None,None,None
760,None,None,None
761,None,None,None
762,j,None,j
763,None,None,None
764,None,None,None
765,None,None,None
766,None,None,None
767,None,None,None
768,None,None,None
769,None,None,None
770,None,None,None
771,None,None,None
772,None,None,None
773,None,None,None
774,None,None,None
775,None,None,None
776,None,None,None
777,None,None,None
778,j,j,j
779,None,None,None
780,None,None,j
781,None,None,None
782,None,None,None
783,None,None,None
784,None,None,None
785,None,None,None
786,None,None,None
787,None,None,None
788,None,None,None
789,None,None,None
790,None,None,None
791,j,j,None
792,None,None,None
793,None,None,None
794,None,None,None
795,None,None,None
796,None,None,None
797,None,None,None
798,j,None,j
799,None,None,None
800,None,None,None
801,None,None,None
802,None,None,None
803,None,None,None
804,None,None,None
805,None,None,None
806,j,None,None
807,None,None,None
808,None,None,j
809,None,None,None
810,None,None,None
811,None,None,None
812,None,None,None
813,None,None,None
814,None,None,j
815,None,None,None
816,None,None,None
817,None,None,j
818,None,None,None
819,None,None,None
820,None,None,None
821,None,None,None
822,None,None,None
823,None,None,None
824,None,None,None
825,None,None,None
826,None,None,None
827,None,j,None
828,None,None,None
829,None,None,None
830,None,None,None
831,None,None,None
832,None,j,None
833,None,None,None
834,None,None,None
835,j,j,j
836,None,j,None
837,None,None,None
838,None,None,None
839,j,j,j
840,None,None,None
841,None,None,None
842,None,None,None
843,None,None,None
844,None,None,None
845,None,None,None
846,None,None,None
847,j,j,j
848,None,None,None
849,None,None,None
850,None,None,None
851,None,None,None
852,None,None,None
853,None,None,None
854,None,None,None
855,None,None,None
856,None,None,None
857,None,None,None
858,None,None,None
859,j,None,None
860,None,None,None
861,None,None,None
862,j,None,None
863,None,None,None
864,None,None,None
865,None,None,None
866,None,None,None
867,None,None,None
868,j,j,j
869,None,None,None
870,None,None,None
871,None,None,None
872,None,None,None
873,None,None,None
874,None,None,None
875,None,None,None
876,None,None,None
877,None,None,None
878,None,None,None
879,None,None,None
880,None,None,None
881,None,None,None
882,None,None,None
883,None,None,None
884,j,j,j
885,None,None,None
886,None,None,None
887,None,None,None
888,j,j,j
889,None,None,None
890,None,None,None
891,None,None,None
892,None,None,j
893,None,None,None
894,None,None,None
895,None,None,None
896,None,None,None
897,None,None,None
898,None,j,None
899,None,None,None
900,None,None,None
901,None,None,None
902,None,None,None
903,None,None,None
904,None,None,None
905,None,None,None
906,j,j,j
907,None,None,None
908,None,None,None
909,None,None,None
910,j,None,j
911,None,None,None
912,None,None,None
913,None,None,None
914,None,None,None
915,None,None,None
916,None,None,None
917,None,None,None
918,None,None,None
919,None,None,None
920,None,None,None
921,None,None,None
922,None,None,None
923,None,None,None
924,None,None,None
925,None,None,None
926,None,None,None
927,None,None,None
928,None,None,None
929,None,None,None
930,None,None,None
931,None,None,None
932,None,j,None
933,None,None,None
934,None,None,None
935,None,None,None
936,None,None,None
937,None,None,None
938,None,None,None
939,None,None,None
940,None,None,None
941,None,None,None
942,None,None,None
943,None,None,None
944,None,None,None
945,None,j,None
946,None,None,None
947,None,None,None
948,None,None,None
949,None,j,None
950,None,None,None
951,None,None,None
952,None,None,None
953,None,None,None
954,None,None,None
955,None,None,None
956,None,j,None
957,None,None,None
958,None,None,None
959,j,j,j
960,None,None,None
961,None,None,None
962,None,None,None
963,None,None,None
964,None,None,None
965,None,None,None
966,None,None,None
967,j,j,j
968,None,None,None
969,None,None,None
970,None,None,None
971,None,None,None
972,None,None,None
973,None,None,None
974,None,None,None
975,j,j,j
976,None,None,None
977,None,None,None
978,None,None,None
979,None,None,None
980,None,None,None
981,None,None,None
982,None,None,None
983,None,None,None
984,None,None,None
985,None,None,None
986,None,None,None
987,None,None,None
988,None,None,None
989,None,None,None
990,None,None,None
991,None,None,None
992,None,None,None
993,None,None,None
994,None,None,None
995,None,None,None
996,None,None,None
997,None,j,j
998,None,None,None
999,None,None,None
1000,None,None,None
1001,None,None,None
1002,None,None,None
1003,None,None,None
1004,None,None,None
1005,None,None,None
1006,None,None,None
1007,None,None,None
1008,None,None,None
1009,None,None,None
1010,None,None,None
1011,None,None,None
1012,None,None,None
1013,None,None,None
1014,j,j,j
1015,None,None,None
1016,None,None,None
1017,None,None,None
1018,None,None,None
1019,None,None,None
1020,None,None,None
1021,None,None,None
1022,None,None,None
1023,None,None,None
1024,None,None,None
1025,None,None,None
1026,None,None,None
1027,None,j,None
1028,None,None,None
1029,None,None,None
1030,None,None,None
1031,None,None,None
1032,None,None,None
1033,None,None,None
1034,j,j,j
1035,None,None,None
1036,None,None,None
1037,j,None,None
1038,None,None,None
1039,None,None,None
1040,None,None,None
1041,None,None,None
1042,None,None,None
1043,None,None,None
1044,None,None,None
1045,j,j,j
1046,None,None,None
1047,None,None,None
1048,None,None,None
1049,None,None,None
1050,None,None,None
1051,None,None,None
1052,None,None,None
1053,None,None,None
1054,None,None,None
1055,None,None,None
1056,None,None,None
1057,None,None,None
1058,j,None,j
1059,None,None,None
1060,None,None,None
1061,None,None,None
1062,None,None,j
1063,None,None,None
1064,None,None,None
1065,None,None,None
1066,None,None,None
1067,None,None,None
1068,None,None,None
1069,j,None,j
1070,None,None,None
1071,None,None,None
1072,None,None,None
1073,None,None,None
1074,None,None,None
1075,None,None,None
1076,None,None,None
1077,None,None,None
1078,None,None,None
1079,None,None,None
1080,None,None,None
1081,None,None,j
1082,None,None,None
1083,None,None,None
1084,None,None,None
1085,None,None,None
1086,None,None,None
1087,None,None,None
1088,None,None,None
1089,None,None,None
1090,j,j,j
1091,None,None,None
1092,None,None,None
1093,None,None,None
1094,None,None,None
1095,None,None,None
1096,None,None,None
1097,None,None,None
1098,j,j,None
1099,None,None,None
1100,None,None,None
1101,None,None,None
1102,None,None,None
1103,None,None,None
1104,None,None,None
1105,None,None,None
1106,None,None,None
1107,None,j,None
1108,None,None,None
1109,None,j,None
1110,None,None,j
1111,None,j,None
1112,None,None,None
1113,None,None,None
1114,j,None,None
1115,None,None,None
1116,None,None,None
1117,None,None,None
1118,None,None,None
1119,None,None,None
1120,None,None,None
1121,None,None,None
1122,j,None,None
1123,None,None,None
1124,None,None,None
1125,None,None,None
1126,None,None,None
1127,None,None,None
1128,None,None,None
1129,None,j,None
1130,None,None,None
1131,None,None,None
1132,None,j,j
1133,None,None,None
1134,None,None,None
1135,None,None,None
1136,None,None,None
1137,None,None,j
1138,None,None,None
1139,None,None,None
1140,None,None,None
1141,None,None,None
1142,None,None,None
1143,None,None,None
1144,None,None,None
1145,None,None,None
1146,None,None,None
1147,j,j,j
1148,None,None,None
1149,j,None,None
1150,None,None,None
1151,None,None,None
1152,None,None,None
1153,None,None,None
1154,None,None,None
1155,None,j,None
1156,j,j,j
1157,None,None,None
1158,None,j,None
1159,None,None,None
1160,None,None,None
1161,None,None,None
1162,None,None,None
1163,None,None,None
1164,j,None,None
1165,None,None,None
1166,None,None,None
1167,None,j,None
1168,None,None,None
1169,None,None,None
1170,None,None,None
1171,None,None,None
1172,None,None,None
1173,None,None,None
1174,None,None,None
1175,None,None,None
1176,None,None,None
1177,None,None,None
1178,None,None,None
1179,None,None,None
1180,None,None,None
1181,j,j,j
1182,None,None,None
1183,None,None,None
1184,None,None,None
1185,None,None,None
1186,None,None,None
1187,None,None,None
1188,None,None,None
1189,None,None,None
1190,None,None,None
1191,None,None,None
1192,None,None,None
1193,None,None,None
1194,None,None,None
1195,j,None,None
1196,None,None,None
1197,None,None,None
1198,None,None,None
1199,None,None,None
